sample_key,ID1,PROVINCE,CITY,COUNTY,POINT,SCHOOL,A01,A011,A02,A05,Q92,A06,D021,HD031,HD033,HD051,HD0511,HD061,HD0611,HD032,HD034,HD052,HD0512,HD062,HD0612,A04,A061,A062,A063,A064,A065,A066,A067,A08,A09,B01,B03,B04,B05,B13,B06,B09A,B09A1,B12,B14,B15,H401B,H401C,H401D,H01B,H01C,H02A,D02,C09,H403A,H403B,H403C,H403D,H403E,H04A,H04B,H04C,C10,H03A,H03B,H03C,H03D,C03,H03F,H03G,H03H,H05A,HD07,H06A,H06B,H06C,G01,G11,I101,I102,I103,I104,I105,I106,I107,I108,I109,I110,I111,I112,I113,I114,I115,I116,I117,I118,I119,I121,I122,I123,I124,I125,I126,I127,I128,I130,I131,I132,I133,I134,I135,I136,I137,DATE,H06F,ID3,ID是否一致,地市编码缺失,县区编码缺失,城乡编码缺失或异常,学校编码缺失,年级编码缺失或异常,性别编码缺失或异常,住校编码缺失或异常,民族编码缺失或异常,Q921,C102,H06F1,H06D1,H06D2,H06D3,H06D4,H06D5,H06D6,H06E1,H06E2,H06E3,H06E4,H06E7,H06E5,H06E6,H06G,H06G1,D022,H06DOTHER,A081,D0231,D0232,NEW1,Q91,Q911,H06F2,A05OTHER
210404108130111,210404108130111,21,2104,210404,1,08,13,0111,1,6,2,2,2,22,6,12,9,9,8,30,30,0,0,0,0,2,2,1,1,2,2,2,2,2,2,2,2,4,3,5,5,4,1,4,1,3,4,1,2,3,3,3,1,2,3,3,3,3,3,3,1,3,1,3,1,4,3,3,1,2,3,2,1,2,3,2,2,1,1,1,1,4,2,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,24/10/2025,,630804108130111.0,1,0,0,0,0,0,0,0,0,13,30,,,,,,,,,,,,,,,,,,,,,,,,,,
210404108130112,210404108130112,21,2104,210404,1,08,13,0112,1,6,2,3,2,22,6,9,10,10,4,0,5,0,0,0,0,2,2,1,1,2,2,2,2,2,2,4,2,4,5,4,3,5,2,4,4,4,3,1,3,1,3,5,1,3,2,2,2,2,2,1,1,6,2,3,2,3,2,3,1,1,5,2,4,3,2,1,2,1,2,1,1,2,3,2,1,2,3,4,1,2,1,1,4,2,4,2,4,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,24/10/2025,,630804108130112.0,1,0,0,0,0,0,0,0,0,14,,8,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,,散光,,,,,,,,
210404108130113,210404108130113,21,2104,210404,1,08,13,0113,1,1,1,2,,22,6,8,6,2,6,00,30,00,00,00,00,2,2,1,1,2,2,2,2,2,2,2,2,5,5,5,5,3,2,3,1,2,2,2,1,3,2,2,4,3,3,3,3,3,3,2,1,2,1,4,1,4,3,5,1,1,1,2,1,4,2,2,1,1,1,1,1,3,2,1,1,1,1,1,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,24/10/2025,,630804108130113.0,1,0,0,0,0,0,0,0,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
210404108130114,210404108130114,21,2104,210404,1,08,13,0114,1,1,1,2,,23,6,1,3,3,3,00,10,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,1,4,3,2,2,2,1,1,4,2,2,2,2,2,2,1,1,1,1,3,2,3,2,3,4,4,1,1,3,4,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,26/10/2025,,630804108130114.0,1,0,0,0,0,0,0,0,0,,10,,1,2,2,2,2,2,2,2,2,1,2,2,2,4,1,,,,,,,,,,
210404108130115,210404108130115,21,2104,210404,1,08,13,0115,1,1,1,4,,21,6,3,3,3,3,00,00,00,00,00,00,2,2,1,1,2,2,1,2,2,2,2,1,3,2,2,5,4,3,3,2,3,2,1,1,3,1,1,4,3,1,1,1,3,2,1,4,4,1,4,2,3,2,5,5,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,04/11/2025,,630804108130115.0,1,0,0,0,0,0,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
210404108130116,210404108130116,21,2104,210404,1,08,13,0116,1,1,1,4,,23,6,8,8,6,5,00,30,00,0,0,0,2,2,1,1,2,2,1,2,1,2,1,1,5,5,3,5,1,1,3,1,3,5,4,1,2,6,4,4,3,4,3,3,4,2,1,1,1,2,4,1,4,3,5,3,3,4,5,1,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,24/10/2025,,630804108130116.0,1,0,0,0,0,0,0,0,0,,,10,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,,,1,,,,,,,
210404108130117,210404108130117,21,2104,210404,1,08,13,0117,1,6,2,2,,23,5,12,11,7,5,30,50,0,0,0,0,2,1,2,2,2,2,2,2,2,2,1,2,2,3,5,5,4,1,4,1,3,3,1,2,1,6,4,4,3,2,3,3,2,2,3,1,4,2,4,2,2,2,5,2,3,5,2,3,4,3,1,2,2,2,1,3,3,2,2,2,2,1,2,1,3,1,4,1,3,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,24/10/2025,,630804108130117.0,1,0,0,0,0,0,0,0,0,12,,10,1,2,2,2,1,2,2,2,2,1,2,2,2,1,3,,散光,,,,,,,,
210404108130118,210404108130118,21,2104,210404,1,08,13,0118,1,1,2,3,,23,6,5,8,2,8,5,20,50,50,20,0,2,1,1,1,2,2,2,2,1,2,3,2,4,4,4,5,2,1,4,1,2,5,1,1,2,6,4,3,1,2,2,2,2,2,2,2,5,1,3,2,3,2,4,4,4,4,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,3,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,25/10/2025,,630804108130118.0,1,0,0,0,0,0,0,0,0,14,30,,1,2,2,1,2,2,2,2,2,1,2,2,2,,,,,1,2,1,,,,,
210404108130119,210404108130119,21,2104,210404,1,08,13,0119,1,1,1,3,,10,6,5,1,2,2,20,40,30,40,0,0,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,5,6,2,6,1,4,3,2,2,3,4,2,4,3,4,4,4,4,4,1,1,3,1,3,1,3,2,5,1,1,3,2,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,24/10/2025,,630804108130119.0,1,0,0,0,0,0,0,0,0,,50,,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,,散光,,,,,,,,
210404108130120,210404108130120,21,2104,210404,1,08,13,0120,1,1,2,3,2,22,6,11,10,5,4,30,10,00,00,00,00,2,2,1,1,2,2,2,2,2,2,2,1,3,4,5,5,4,2,4,1,2,5,3,2,3,4,3,1,3,3,3,3,3,3,2,2,2,1,3,1,3,3,5,1,1,4,3,1,1,3,1,3,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,24/10/2025,,630804108130120.0,1,0,0,0,0,0,0,0,0,14,30,10,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,,,,,
210404108130121,210404108130121,21,2104,210404,1,08,13,0121,1,1,1,2,5,23,6,9,8,7,6,0,30,0,0,0,30,2,2,1,1,2,2,2,2,2,2,2,2,5,6,4,5,6,3,4,1,1,5,4,2,3,2,3,1,2,2,2,2,4,4,1,1,2,1,4,1,4,2,5,4,4,3,3,1,2,4,1,1,1,1,1,1,4,2,2,2,3,1,1,1,4,2,1,1,4,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,24/10/2025,,630804108130121.0,1,0,0,0,0,0,0,0,0,,30,13,1,2,2,2,2,2,2,1,2,1,2,2,2,3,3,,,,,,,,,,
210404108130122,210404108130122,21,2104,210404,1,08,13,0122,1,1,1,3,6,23,6,10,9,8,8,0,30,20,30,30,0,2,1,1,1,2,2,2,1,2,2,2,2,4,6,5,5,6,2,4,1,3,5,1,1,3,5,3,1,2,1,1,1,2,3,3,1,2,1,4,1,4,3,4,1,2,3,2,3,2,5,1,1,1,2,1,1,4,3,1,2,1,1,1,1,4,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,24/10/2025,,630804108130122.0,1,0,0,0,0,0,0,0,0,,30,9,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,奶奶,,,,
210404108130123,210404108130123,21,2104,210404,1,08,13,0123,2,1,,3,3,22,6,5,15,1,3,30,30,30,30,0,30,2,1,2,1,2,2,2,2,2,2,2,3,4,4,4,5,6,3,6,1,2,3,2,2,1,2,4,1,2,2,3,2,2,3,3,1,3,2,4,1,4,3,5,5,5,4,2,1,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,25/10/2025,,630804108130123.0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,
210404108130124,210404108130124,21,2104,210404,1,08,13,0124,2,6,,2,,23,6,15,12,12,12,01,20,01,01,01,01,2,2,2,1,2,2,2,2,2,2,1,2,5,5,5,2,4,1,4,3,3,5,1,1,2,1,3,3,3,2,4,3,2,2,4,1,4,1,4,1,3,3,5,1,4,2,4,3,4,5,1,1,1,1,1,1,1,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,24/10/2025,,630804108130124.0,1,0,0,0,0,0,0,0,0,,20,11,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,4,1,,2,12,,
210404108130125,210404108130125,21,2104,210404,1,08,13,0125,2,1,,2,,11,6,15,15,4,4,30,30,10,10,30,30,2,2,1,1,2,2,2,2,2,2,2,3,3,5,5,5,4,2,4,1,1,4,1,1,1,3,2,3,2,1,2,1,2,3,1,1,3,1,3,2,2,1,5,1,4,4,2,1,4,4,2,3,1,2,1,1,4,3,1,2,1,1,1,1,4,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,24/10/2025,,630804108130125.0,1,0,0,0,0,0,0,0,0,,60,,,,,,,,,,,,,,,,,,,,4,2,,1,,,
210404108130126,210404108130126,21,2104,210404,1,08,13,0126,2,6,,2,,21,6,9,9,8,6,30,0,40,30,30,50,2,2,1,1,2,2,2,2,2,2,1,2,6,6,5,5,6,3,4,1,1,3,4,3,2,6,2,3,3,4,4,4,4,4,2,2,2,1,4,1,4,3,5,2,2,2,4,3,4,5,1,1,1,2,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26/10/2025,,630804108130126.0,1,0,0,0,0,0,0,0,0,,20,14,1,2,1,2,2,2,2,2,2,1,2,2,2,3,3,,,,2,2,,2,12,,
210404108130127,210404108130127,21,2104,210404,1,08,13,0127,2,1,,1,,22,6,7,6,5,4,30,30,0,0,0,0,2,2,2,1,2,2,2,2,2,2,2,1,2,5,2,5,6,2,5,1,2,3,3,2,1,3,2,4,3,4,4,4,4,4,2,1,1,1,4,1,4,3,5,1,1,4,2,1,4,3,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,24/10/2025,,630804108130127.0,1,0,0,0,0,0,0,0,0,,20,14,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,,,,,,,2,10,,
210404108130128,210404108130128,21,2104,210404,1,08,13,0128,2,1,,3,2,23,6,8,7,8,7,30,20,30,30,30,30,2,2,1,1,2,2,1,2,2,2,2,2,5,5,4,5,6,3,4,1,3,5,1,2,3,6,3,1,3,2,2,2,2,2,3,3,3,1,4,1,4,2,3,4,4,4,2,1,4,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,17/10/2025,,630804108130128.0,1,0,0,0,0,0,0,0,0,,60,13,1,1,2,2,2,2,2,2,2,1,2,2,2,1,3,,,,,,,2,14,,
210404108130129,210404108130129,21,2104,210404,1,08,13,0129,2,1,,2,,11,6,10,9,7,6,00,30,0,0,0,0,2,2,1,1,2,2,1,2,2,2,2,1,5,6,1,5,6,2,4,1,2,3,2,2,1,6,3,4,3,3,3,3,2,4,2,3,2,1,3,3,3,3,5,3,1,3,2,1,3,3,1,1,1,2,2,2,3,1,2,2,1,1,1,2,4,3,2,1,3,1,3,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,24/10/2025,,630804108130129.0,1,0,0,0,0,0,0,0,0,,60,10,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,,,,,,,2,12,,
210404108130130,210404108130130,21,2104,210404,1,08,13,0130,2,1,,2,15,22,6,6,6,4,6,0,30,0,0,0,0,2,2,1,1,2,2,2,2,2,2,3,2,3,5,2,5,6,1,4,1,4,3,1,2,2,1,3,1,3,2,2,3,4,3,2,2,2,1,4,1,3,2,5,1,1,3,2,1,2,4,1,1,1,1,1,1,3,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,24/10/2025,,630804108130130.0,1,0,0,0,0,0,0,0,0,,30,,,,,,,1,2,2,1,1,2,2,2,3,3,,,,,,,2,13,10,
210404108130131,210404108130131,21,2104,210404,1,08,13,0131,2,1,,2,1,11,6,1,10,1,1,50,10,10,10,1,10,2,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,1,1,4,4,3,2,2,2,1,2,2,2,2,3,2,2,2,2,1,3,2,3,2,4,4,4,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,26/10/2025,,630804108130131.0,1,0,0,0,0,0,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,2,11,,
210404108130132,210404108130132,21,2104,210404,1,08,13,0132,2,1,,3,,11,6,8,2,6,4,10,15,0,0,0,0,2,1,2,1,2,2,2,2,2,2,2,2,6,6,5,5,4,2,6,1,3,3,2,2,3,2,2,4,3,3,3,3,2,2,2,1,2,1,4,1,4,2,3,1,1,3,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,24/10/2025,,630804108130132.0,1,0,0,0,0,0,0,0,0,,30,,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,,,,,,,2,13,,
210404108130133,210404108130133,21,2104,210404,1,08,13,0133,2,1,,3,2,9,6,10,8,8,8,00,30,30,30,5,0,2,2,1,1,2,2,1,2,2,2,2,2,2,5,5,5,6,1,4,4,4,1,1,2,1,6,2,1,3,1,1,1,2,4,1,1,2,2,3,1,2,3,3,5,5,4,1,1,3,5,1,2,1,1,1,1,4,4,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,24/10/2025,,630804108130133.0,1,0,0,0,0,0,0,0,0,,,,1,2,2,2,2,2,2,1,2,1,2,2,2,3,3,,,,,,,2,14,,
210404108130134,210404108130134,21,2104,210404,1,08,13,0134,2,1,,3,,10,6,13,3,5,4,30,30,0,20,0,0,2,2,1,1,2,2,2,2,2,2,2,2,5,5,3,5,4,2,4,1,3,5,3,1,3,2,2,4,2,2,2,2,3,3,2,2,2,1,3,1,3,3,5,4,4,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,4,1,1,1,4,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,24/10/2025,,630804108130134.0,1,0,0,0,0,0,0,0,0,,20,13,,,,,,1,2,2,2,1,2,2,2,3,3,,,,,,,2,12,,
210404108130201,210404108130201,21,2104,210404,1,08,13,0201,1,6,1,4,,20,20,19,20,20,10,10,10,15,20,10,25,2,1,1,1,2,2,2,2,2,2,1,1,5,4,4,5,4,2,3,1,2,1,2,2,1,6,4,2,3,4,4,3,3,3,1,2,2,1,3,1,3,2,5,4,4,2,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,17/10/2025,,630804108130201.0,1,0,0,0,0,0,0,0,0,,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,,,,,,,,
210404108130202,210404108130202,21,2104,210404,1,08,13,0202,1,1,2,3,1,22,6,10,10,6,6,30,30,0,0,0,0,2,2,1,1,2,2,2,2,2,2,2,2,4,4,4,5,3,2,5,1,1,5,3,2,3,1,4,1,2,3,3,3,3,3,2,2,2,1,3,1,4,2,5,3,3,3,2,1,3,3,1,1,1,1,2,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,04/11/2025,,630804108130202.0,1,0,0,0,0,0,0,0,0,14,1,,1,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,
210404108130203,210404108130203,21,2104,210404,1,08,13,0203,1,1,2,4,,21,06,8,8,8,8,00,40,0,0,0,0,2,1,1,1,2,2,1,2,2,2,2,2,3,4,3,5,3,2,4,2,3,3,1,2,3,2,1,4,2,2,2,2,2,3,6,3,3,1,4,1,3,3,5,4,4,2,3,1,3,3,1,2,1,1,3,3,3,3,2,3,3,3,2,1,3,2,3,2,3,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,17/10/2025,,630804108130203.0,1,0,0,0,0,0,0,0,0,13,30,,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,,,,,
210404108130204,210404108130204,21,2104,210404,1,08,13,0204,1,1,1,2,,9,6,8,8,5,5,30,30,30,0,0,0,2,2,1,1,2,2,2,2,2,2,2,2,4,4,4,5,2,2,3,1,3,5,1,2,3,2,1,4,2,2,2,2,2,3,2,1,2,1,4,1,3,3,5,5,4,3,1,3,3,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,18/10/2025,,630804108130204.0,1,0,0,0,0,0,0,0,0,,30,12,,,,,,1,2,2,2,1,2,2,2,3,3,,,,,,,,,,
210404108130205,210404108130205,21,2104,210404,1,08,13,0205,1,1,1,4,1,10,6,12,10,8,10,30,30,0,0,30,0,2,2,1,1,2,2,1,2,2,2,2,1,5,5,5,5,6,3,4,1,3,3,1,2,2,2,2,1,2,3,3,3,2,3,1,1,3,2,4,1,4,3,5,1,1,2,2,1,4,2,1,2,1,1,1,2,1,1,1,1,3,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,17/10/2025,,630804108130205.0,1,0,0,0,0,0,0,0,0,,,8,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,,,,,,,,,,
210404108130206,210404108130206,21,2104,210404,1,08,13,0206,1,6,1,4,5,23,6,10,10,3,3,00,50,0,0,0,0,2,1,1,1,2,2,2,1,2,2,1,3,2,3,1,5,4,2,4,1,2,5,2,3,2,1,2,1,2,3,3,3,3,3,2,1,2,1,4,1,4,3,5,3,4,3,1,3,1,2,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,17/10/2025,,630804108130206.0,1,0,0,0,0,0,0,0,0,,30,13,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,,,,,,外公外婆,,,,
